DateTime,H8
2016-10-07T22:15,0.0
2016-10-07T22:30,0.0
2016-10-07T22:45,0.0
2016-10-07T23:00,0.0
2016-10-07T23:15,0.0
2016-10-07T23:30,0.0
2016-10-07T23:45,0.0
2016-10-08T00:00,0.0
2016-10-08T00:15,0.0
2016-10-08T00:30,0.0
2016-10-08T00:45,0.0
2016-10-08T01:00,0.0
2016-10-08T01:15,0.0
2016-10-08T01:30,0.0
2016-10-08T01:45,0.0
2016-10-08T02:00,0.0
2016-10-08T02:15,0.0
2016-10-08T02:30,0.0
2016-10-08T02:45,0.0
2016-10-08T03:00,0.0
2016-10-08T03:15,0.0
2016-10-08T03:30,0.0
2016-10-08T03:45,0.0
2016-10-08T04:00,0.0
2016-10-08T04:15,0.0
2016-10-08T04:30,0.0
2016-10-08T04:45,0.0
2016-10-08T05:00,0.0
2016-10-08T05:15,0.0
2016-10-08T05:30,0.0
2016-10-08T05:45,0.0
2016-10-08T06:00,0.0
2016-10-08T06:15,0.0
2016-10-08T06:30,0.0
2016-10-08T06:45,0.0
2016-10-08T07:00,0.0
2016-10-08T07:15,0.0
2016-10-08T07:30,0.0
2016-10-08T07:45,0.0
2016-10-08T08:00,0.0
2016-10-08T08:15,0.0
2016-10-08T08:30,0.0
2016-10-08T08:45,0.0
2016-10-08T09:00,0.0
2016-10-08T09:15,0.0
2016-10-08T09:30,0.0
2016-10-08T09:45,0.0
2016-10-08T10:00,0.0
2016-10-08T10:15,0.0
2016-10-08T10:30,40.0
2016-10-08T10:45,84.0
2016-10-08T11:00,140.0
2016-10-08T11:15,300.0
2016-10-08T11:30,504.0
2016-10-08T11:45,460.0
2016-10-08T12:00,300.0
2016-10-08T12:15,312.0
2016-10-08T12:30,384.0
2016-10-08T12:45,620.0
2016-10-08T13:00,1408.0
2016-10-08T13:15,1416.0
2016-10-08T13:30,1452.0
2016-10-08T13:45,1508.0
2016-10-08T14:00,1496.0
2016-10-08T14:15,1448.0
2016-10-08T14:30,1336.0
2016-10-08T14:45,1332.0
2016-10-08T15:00,564.0
2016-10-08T15:15,1084.0
2016-10-08T15:30,836.0
2016-10-08T15:45,856.0
2016-10-08T16:00,712.0
2016-10-08T16:15,716.0
2016-10-08T16:30,720.0
2016-10-08T16:45,708.0
2016-10-08T17:00,592.0
2016-10-08T17:15,612.0
2016-10-08T17:30,584.0
2016-10-08T17:45,448.0
2016-10-08T18:00,436.0
2016-10-08T18:15,436.0
2016-10-08T18:30,312.0
2016-10-08T18:45,332.0
2016-10-08T19:00,308.0
2016-10-08T19:15,236.0
2016-10-08T19:30,152.0
2016-10-08T19:45,68.0
2016-10-08T20:00,36.0
2016-10-08T20:15,16.0
2016-10-08T20:30,12.0
2016-10-08T20:45,0.0
2016-10-08T21:00,0.0
2016-10-08T21:15,0.0
2016-10-08T21:30,0.0
2016-10-08T21:45,0.0
2016-10-08T22:00,0.0
2016-10-08T22:15,0.0
2016-10-08T22:30,0.0
2016-10-08T22:45,0.0
2016-10-08T23:00,0.0
2016-10-08T23:15,0.0
2016-10-08T23:30,0.0
2016-10-08T23:45,0.0
2016-10-09T00:00,0.0
2016-10-09T00:15,0.0
2016-10-09T00:30,0.0
2016-10-09T00:45,0.0
2016-10-09T01:00,0.0
2016-10-09T01:15,0.0
2016-10-09T01:30,0.0
2016-10-09T01:45,0.0
2016-10-09T02:00,0.0
2016-10-09T02:15,0.0
2016-10-09T02:30,0.0
2016-10-09T02:45,0.0
2016-10-09T03:00,0.0
2016-10-09T03:15,0.0
2016-10-09T03:30,0.0
2016-10-09T03:45,0.0
2016-10-09T04:00,0.0
2016-10-09T04:15,0.0
2016-10-09T04:30,0.0
2016-10-09T04:45,0.0
2016-10-09T05:00,0.0
2016-10-09T05:15,0.0
2016-10-09T05:30,0.0
2016-10-09T05:45,0.0
2016-10-09T06:00,0.0
2016-10-09T06:15,0.0
2016-10-09T06:30,0.0
2016-10-09T06:45,0.0
2016-10-09T07:00,0.0
2016-10-09T07:15,0.0
2016-10-09T07:30,0.0
2016-10-09T07:45,0.0
2016-10-09T08:00,0.0
2016-10-09T08:15,0.0
2016-10-09T08:30,0.0
2016-10-09T08:45,0.0
2016-10-09T09:00,0.0
2016-10-09T09:15,0.0
2016-10-09T09:30,0.0
2016-10-09T09:45,0.0
2016-10-09T10:00,0.0
2016-10-09T10:15,28.0
2016-10-09T10:30,184.0
2016-10-09T10:45,660.0
2016-10-09T11:00,876.0
2016-10-09T11:15,1020.0
2016-10-09T11:30,1152.0
2016-10-09T11:45,1304.0
2016-10-09T12:00,1384.0
2016-10-09T12:15,1456.0
2016-10-09T12:30,1496.0
2016-10-09T12:45,1512.0
2016-10-09T13:00,1508.0
2016-10-09T13:15,1500.0
2016-10-09T13:30,1484.0
2016-10-09T13:45,1472.0
2016-10-09T14:00,1444.0
2016-10-09T14:15,1396.0
2016-10-09T14:30,1380.0
2016-10-09T14:45,1440.0
2016-10-09T15:00,992.0
2016-10-09T15:15,812.0
2016-10-09T15:30,1148.0
2016-10-09T15:45,960.0
2016-10-09T16:00,800.0
2016-10-09T16:15,800.0
2016-10-09T16:30,608.0
2016-10-09T16:45,520.0
2016-10-09T17:00,340.0
2016-10-09T17:15,276.0
2016-10-09T17:30,196.0
2016-10-09T17:45,156.0
2016-10-09T18:00,148.0
2016-10-09T18:15,304.0
2016-10-09T18:30,208.0
2016-10-09T18:45,140.0
2016-10-09T19:00,180.0
2016-10-09T19:15,140.0
2016-10-09T19:30,132.0
2016-10-09T19:45,120.0
2016-10-09T20:00,152.0
2016-10-09T20:15,108.0
2016-10-09T20:30,0.0
2016-10-09T20:45,0.0
2016-10-09T21:00,0.0
2016-10-09T21:15,0.0
2016-10-09T21:30,0.0
2016-10-09T21:45,0.0
2016-10-09T22:00,0.0
2016-10-09T22:15,0.0
2016-10-09T22:30,0.0
2016-10-09T22:45,0.0
2016-10-09T23:00,0.0
2016-10-09T23:15,0.0
2016-10-09T23:30,0.0
2016-10-09T23:45,0.0
2016-10-10T00:00,0.0
2016-10-10T00:15,0.0
2016-10-10T00:30,0.0
2016-10-10T00:45,0.0
2016-10-10T01:00,0.0
2016-10-10T01:15,0.0
2016-10-10T01:30,0.0
2016-10-10T01:45,0.0
2016-10-10T02:00,0.0
2016-10-10T02:15,0.0
2016-10-10T02:30,0.0
2016-10-10T02:45,0.0
2016-10-10T03:00,0.0
2016-10-10T03:15,0.0
2016-10-10T03:30,0.0
2016-10-10T03:45,0.0
2016-10-10T04:00,0.0
2016-10-10T04:15,0.0
2016-10-10T04:30,0.0
2016-10-10T04:45,0.0
2016-10-10T05:00,0.0
2016-10-10T05:15,0.0
2016-10-10T05:30,0.0
2016-10-10T05:45,0.0
2016-10-10T06:00,0.0
2016-10-10T06:15,0.0
2016-10-10T06:30,0.0
2016-10-10T06:45,0.0
2016-10-10T07:00,0.0
2016-10-10T07:15,0.0
2016-10-10T07:30,0.0
2016-10-10T07:45,0.0
2016-10-10T08:00,0.0
2016-10-10T08:15,0.0
2016-10-10T08:30,0.0
2016-10-10T08:45,0.0
2016-10-10T09:00,0.0
2016-10-10T09:15,0.0
2016-10-10T09:30,0.0
2016-10-10T09:45,0.0
2016-10-10T10:00,0.0
2016-10-10T10:15,0.0
2016-10-10T10:30,28.0
2016-10-10T10:45,72.0
2016-10-10T11:00,116.0
2016-10-10T11:15,224.0
2016-10-10T11:30,444.0
2016-10-10T11:45,548.0
2016-10-10T12:00,348.0
2016-10-10T12:15,652.0
2016-10-10T12:30,712.0
2016-10-10T12:45,1116.0
2016-10-10T13:00,1236.0
2016-10-10T13:15,1200.0
2016-10-10T13:30,1516.0
2016-10-10T13:45,1504.0
2016-10-10T14:00,1064.0
2016-10-10T14:15,1304.0
2016-10-10T14:30,1168.0
2016-10-10T14:45,1068.0
2016-10-10T15:00,1012.0
2016-10-10T15:15,1048.0
2016-10-10T15:30,976.0
2016-10-10T15:45,804.0
2016-10-10T16:00,904.0
2016-10-10T16:15,492.0
2016-10-10T16:30,420.0
2016-10-10T16:45,600.0
2016-10-10T17:00,472.0
2016-10-10T17:15,288.0
2016-10-10T17:30,384.0
2016-10-10T17:45,372.0
2016-10-10T18:00,232.0
2016-10-10T18:15,152.0
2016-10-10T18:30,136.0
2016-10-10T18:45,120.0
2016-10-10T19:00,116.0
2016-10-10T19:15,156.0
2016-10-10T19:30,152.0
2016-10-10T19:45,112.0
2016-10-10T20:00,80.0
2016-10-10T20:15,52.0
2016-10-10T20:30,24.0
2016-10-10T20:45,0.0
2016-10-10T21:00,0.0
2016-10-10T21:15,0.0
2016-10-10T21:30,0.0
2016-10-10T21:45,0.0
2016-10-10T22:00,0.0
2016-10-10T22:15,0.0
2016-10-10T22:30,0.0
2016-10-10T22:45,0.0
2016-10-10T23:00,0.0
2016-10-10T23:15,0.0
2016-10-10T23:30,0.0
2016-10-10T23:45,0.0
2016-10-11T00:00,0.0
2016-10-11T00:15,0.0
2016-10-11T00:30,0.0
2016-10-11T00:45,0.0
2016-10-11T01:00,0.0
2016-10-11T01:15,0.0
2016-10-11T01:30,0.0
2016-10-11T01:45,0.0
2016-10-11T02:00,0.0
2016-10-11T02:15,0.0
2016-10-11T02:30,0.0
2016-10-11T02:45,0.0
2016-10-11T03:00,0.0
2016-10-11T03:15,0.0
2016-10-11T03:30,0.0
2016-10-11T03:45,0.0
2016-10-11T04:00,0.0
2016-10-11T04:15,0.0
2016-10-11T04:30,0.0
2016-10-11T04:45,0.0
2016-10-11T05:00,0.0
2016-10-11T05:15,0.0
2016-10-11T05:30,0.0
2016-10-11T05:45,0.0
2016-10-11T06:00,0.0
2016-10-11T06:15,0.0
2016-10-11T06:30,0.0
2016-10-11T06:45,0.0
2016-10-11T07:00,0.0
2016-10-11T07:15,0.0
2016-10-11T07:30,0.0
2016-10-11T07:45,0.0
2016-10-11T08:00,0.0
2016-10-11T08:15,0.0
2016-10-11T08:30,0.0
2016-10-11T08:45,0.0
2016-10-11T09:00,0.0
